获奖时间,奖牌类型,运动员,国家id,运动类别
2021/8/4 14:13,2,安东·达尔伯格/弗雷德里克 伯格斯特,154,帆船
2021/8/4 14:13,3,乔迪·夏马尔/尼古拉斯·哈维尔·罗德里格斯,145,帆船
2021/8/4 13:40,3,并木月海,18,拳击
2021/8/4 13:18,3,黄筱雯,31,拳击
2021/8/4 12:17,1,四十住樱,18,滑板
2021/8/4 12:17,2,平木可可,18,滑板
2021/8/4 12:17,3,斯凯·布朗,211,滑板
2021/8/4 10:39,1,希德妮·麦克劳克林,5,田径
2021/8/4 10:39,2,利拉·穆罕默德,5,田径
2021/8/4 10:39,3,费姆克·波尔,1,田径
2021/8/4 7:37,1,安娜马塞拉·昆哈,16,马拉松游泳
2021/8/4 7:37,2,夏农 劳文达尔,1,马拉松游泳
2021/8/4 7:37,3,卡琳娜·李,157,马拉松游泳
2021/8/3 21:21,1,阿芒德·杜普兰蒂斯,154,田径
2021/8/3 21:21,2,克里斯·尼尔森,5,田径
2021/8/3 21:21,3,蒂亚戈·布拉兹,16,田径
2021/8/3 20:58,2,克里斯汀·姆博马,273,田径
2021/8/3 20:58,3,加布里埃尔·托马斯,5,田径
2021/8/3 20:58,1,伊莱恩·汤普森-赫拉,248,田径
2021/8/3 20:49,1,安尼塔 沃洛达茨克,150,田径
2021/8/3 20:49,3,马尔维娜·科普伦,150,田径
2021/8/3 20:49,1,阿克巴尔·朱拉耶夫,15,举重
2021/8/3 20:49,2,西蒙·马尔季罗森,213,举重
2021/8/3 20:49,3,阿图斯·普莱斯涅克斯,9,举重
2021/8/3 20:44,2,王峥,26,田径
2021/8/3 20:35,1,塔米拉·门萨,5,自由式摔跤
2021/8/3 20:35,2,布莱辛·奥布鲁杜杜,93,自由式摔跤
2021/8/3 20:33,3,阿拉 ·切尔卡索娃,13,自由式摔跤
2021/8/3 20:33,3,梅里姆·朱马纳扎罗娃,124,自由式摔跤
2021/8/3 20:33,1,阿辛·穆,5,田径
2021/8/3 20:33,2,基利·霍奇金森,211,田径
2021/8/3 20:33,3,雷文·罗杰斯,5,田径
2021/8/3 19:50,1,穆萨·埃夫洛耶夫,23062,古典式摔跤
2021/8/3 19:50,2,阿图尔·阿列克萨尼扬,213,古典式摔跤
2021/8/3 19:50,3,塔德乌什·米查利克,150,古典式摔跤
2021/8/3 19:50,3,穆罕默德哈迪·阿卜杜拉·萨拉维,87,古典式摔跤
2021/8/3 19:17,1,塔马斯·罗伦克兹,28,古典式摔跤
2021/8/3 19:17,2,阿克霍尔·马赫穆多夫,124,古典式摔跤
2021/8/3 19:17,3,矢笔祥平,18,古典式摔跤
2021/8/3 19:17,3,拉菲格·胡塞诺夫,214,古典式摔跤
2021/8/3 18:41,1,桥本大辉,18,竞技体操
2021/8/3 18:41,2,蒂恩·斯尔比奇,89,竞技体操
2021/8/3 18:41,3,尼基塔·纳戈尔内,23062,竞技体操
2021/8/3 18:41,1,罗尼尔·伊格莱西亚斯,169,拳击
2021/8/3 18:41,2,帕特·麦科马克,211,拳击
2021/8/3 18:18,3,阿布纳·特谢拉,16,拳击
2021/8/3 18:18,3,大卫·尼卡,158,拳击
2021/8/3 17:44,3,西蒙尼·拜尔斯,5,竞技体操
2021/8/3 17:39,1,管晨辰,26,竞技体操
2021/8/3 17:39,2,唐茜靖,26,竞技体操
2021/8/3 17:03,1,杰弗里·霍格兰等,1,场地自行车赛
2021/8/3 17:03,2,杰克·卡林等,211,场地自行车赛
2021/8/3 17:03,3,弗洛里安·格朗格博等,144,场地自行车赛
2021/8/3 16:50,2,凯蒂·阿奇博尔德等,211,场地自行车赛
2021/8/3 16:50,3,克洛·戴格特等,5,场地自行车赛
2021/8/3 16:50,1,弗兰齐斯卡·布劳斯等,2,场地自行车赛
2021/8/3 16:37,2,卢卡斯·道瑟,2,竞技体操
2021/8/3 16:37,3,费尔哈特·阿里肯,33,竞技体操
2021/8/3 16:33,1,邹敬园,26,竞技体操
2021/8/3 15:25,3,杰克·拉夫尔,211,跳水
2021/8/3 15:20,1,谢思埸,26,跳水
2021/8/3 15:20,2,王宗源,26,跳水
2021/8/3 15:01,3,保罗·科尔霍夫/艾丽卡·斯图勒默,2,帆船
2021/8/3 15:01,1,鲁杰罗·蒂塔/卡特琳娜·班蒂,6,帆船
2021/8/3 15:01,2,约翰·金森/安娜·伯内特,211,帆船
2021/8/3 14:06,1,贾尔斯·斯科特,211,帆船
2021/8/3 14:06,2,拜赖茨·佐姆伯尔,28,帆船
2021/8/3 14:06,3,霍安·卡多娜·门德斯,145,帆船
2021/8/3 13:02,1,迪伦·弗莱彻/斯图尔特·比瑟尔,211,帆船
2021/8/3 13:02,2,彼得·伯林/布莱尔·塔克,158,帆船
2021/8/3 13:02,3,埃里克·海尔/托马斯·普勒塞尔,2,帆船
2021/8/3 12:37,1,入江圣奈,18,拳击
2021/8/3 12:37,2,内西·佩特西奥,130,拳击
2021/8/3 12:02,1,卡赫娜·昆泽/马蒂娜·索菲亚蒂·格拉埃尔,16,帆船
2021/8/3 12:02,2,蒂娜·鲁兹/苏珊·贝克,2,帆船
2021/8/3 12:02,3,安妮米克·贝克克林/安妮特·杜兹,1,帆船
2021/8/3 11:54,1,丽莎·卡灵顿/凯特琳·瑞安,158,静水皮划艇
2021/8/3 11:54,2,安娜·普劳斯卡/卡罗琳娜·纳亚,150,静水皮划艇
2021/8/3 11:54,3,科扎克·达努萨/博多尼·朵拉,28,静水皮划艇
2021/8/3 11:37,1,科帕斯·巴林特,28,静水皮划艇
2021/8/3 11:37,2,瓦尔加·亚当,28,静水皮划艇
2021/8/3 11:37,3,费尔南多·皮门塔,10,静水皮划艇
2021/8/3 11:28,1,卡斯滕·沃霍尔姆,153,田径
2021/8/3 11:28,2,莱伊·本杰明,5,田径
2021/8/3 11:28,3,艾莉森·多斯·桑托斯,16,田径
2021/8/3 11:20,2,布里特尼·里斯,5,田径
2021/8/3 11:20,3,艾瑟·布鲁姆,93,田径
2021/8/3 11:20,1,马来卡·米洪布,2,田径
2021/8/3 11:03,1,塞尔盖·托雷斯·马德里加尔/豪尔赫·恩里克斯·费尔南多·达扬,169,静水皮划艇
2021/8/3 11:03,3,塞巴斯蒂安·布兰德尔/蒂姆·赫克,2,静水皮划艇
2021/8/3 11:00,2,刘浩/郑鹏飞,26,静水皮划艇
2021/8/3 10:45,1,丽莎·卡灵顿,158,静水皮划艇
2021/8/3 10:45,2,特蕾莎·波特拉,145,静水皮划艇
2021/8/3 10:45,3,艾玛·阿斯特兰德·约根森,152,静水皮划艇
2021/8/2 21:17,1,瓦莱丽·奥尔曼,5,田径
2021/8/2 21:17,2,克里斯汀·普登兹,2,田径
2021/8/2 21:17,3,亚米·佩雷斯,169,田径
2021/8/2 21:08,1,维克多·安塞龙,152,羽毛球
2021/8/2 21:02,2,赫伦 奥比里,229,田径
2021/8/2 21:02,3,古达夫·特塞盖,222,田径
2021/8/2 21:02,1,茜凡·哈桑,1,田径
2021/8/2 20:50,1,朱莉亚·克拉耶夫斯基,2,马术-三项赛
2021/8/2 20:50,2,汤姆·麦克尤恩,211,马术-三项赛
2021/8/2 20:50,3,安德鲁·霍伊,157,马术-三项赛
2021/8/2 20:50,3,安东尼·金廷,85,羽毛球
2021/8/2 20:50,2,艾米丽·坎贝尔,211,举重
2021/8/2 20:50,3,萨拉·罗伯斯,5,举重
2021/8/2 20:46,1,李雯雯,26,举重
2021/8/2 20:44,2,谌龙,26,羽毛球
2021/8/2 20:32,3,本亚明·基根,229,田径
2021/8/2 20:32,1,苏菲安·艾尔巴卡利,172,田径
2021/8/2 20:32,2,拉梅查·吉尔玛,222,田径
2021/8/2 20:24,1,艾琳·福肯,2,自由式摔跤
2021/8/2 20:24,2,艾德琳·格雷,5,自由式摔跤
2021/8/2 20:12,3,亚瑟明·阿达,33,自由式摔跤
2021/8/2 20:08,3,周倩,26,自由式摔跤
2021/8/2 19:50,1,米哈因·洛佩斯,169,古典式摔跤
2021/8/2 19:50,2,亚科比·卡加亚,163,古典式摔跤
2021/8/2 19:39,1,汤姆·麦克尤恩等,211,马术-三项赛
2021/8/2 19:39,2,安德鲁·霍伊等,157,马术-三项赛
2021/8/2 19:39,3,尼古拉斯·图赞等,144,马术-三项赛
2021/8/2 19:39,2,丹尼斯·阿布利亚金,23062,竞技体操
2021/8/2 19:39,3,亚瑟·达夫杨,213,竞技体操
2021/8/2 19:39,1,申在焕,106,竞技体操
2021/8/2 19:39,3,谢尔盖·谢苗诺夫,23062,古典式摔跤
2021/8/2 19:39,1,路易斯·阿尔贝托·奥尔塔,169,古典式摔跤
2021/8/2 19:39,2,文田健一郎,18,古典式摔跤
2021/8/2 19:39,3,谢尔盖·埃梅林,23062,古典式摔跤
2021/8/2 19:39,3,里扎·卡亚拉普,33,古典式摔跤
2021/8/2 18:44,3,瓦里汗·赛里克,26,古典式摔跤
2021/8/2 17:42,1,杰德·凯莉,5,竞技体操
2021/8/2 17:42,2,凡妮莎·费拉里,6,竞技体操
2021/8/2 17:42,3,村上茉爱,18,竞技体操
2021/8/2 17:42,3,安吉丽娜·梅尔尼科娃,23062,竞技体操
2021/8/2 17:18,2,莉娅·索菲·弗里德里希/艾玛·欣策,2,场地自行车赛
2021/8/2 17:18,3,达里娅·什梅列娃/阿纳斯塔西娅·沃伊诺娃,23062,场地自行车赛
2021/8/2 17:12,1,鲍珊菊/钟天使,26,场地自行车赛
2021/8/2 16:48,2,谢尔盖·卡门斯基,23062,射击
2021/8/2 16:48,3,米连科·塞比奇,107,射击
2021/8/2 16:43,1,张常鸿,26,射击
2021/8/2 16:35,3,埃莱夫塞里奥斯·彼得鲁尼亚斯,171,竞技体操
2021/8/2 16:34,2,塔玛拉·亚哈伊拉·萨拉萨尔·阿尔塞,220,举重
2021/8/2 16:34,3,克里斯梅里·桑塔纳,141,举重
2021/8/2 16:32,1,刘洋,26,竞技体操
2021/8/2 16:32,2,尤浩,26,竞技体操
2021/8/2 16:30,1,汪周雨,26,举重
2021/8/2 14:07,1,让·基康普瓦,144,射击
2021/8/2 14:07,2,卢里斯·普波,169,射击
2021/8/2 14:04,1,格雷西娅·波利/阿普里亚尼,85,羽毛球
2021/8/2 14:04,3,金昭映/孔熙容,106,羽毛球
2021/8/2 14:00,3,李越宏,26,射击
2021/8/2 14:00,2,陈清晨/贾一凡,26,羽毛球
2021/8/2 12:56,2,肯德拉·哈里森,5,田径
2021/8/2 12:56,3,梅根·塔珀,248,田径
2021/8/2 12:56,1,贾斯敏·卡马乔·奎因,277,田径
2021/8/2 10:49,1,米尔蒂亚迪斯·滕托格卢,171,田径
2021/8/2 10:49,2,胡安·米格尔·埃切瓦里亚,169,田径
2021/8/2 10:49,3,梅克尔·马索,169,田径
2021/8/1 22:05,2,戴资颖,31,羽毛球
2021/8/1 21:58,1,陈雨菲,26,羽毛球
2021/8/1 20:59,3,安德烈·德·格拉斯,159,田径
2021/8/1 20:59,1,拉蒙特·马塞尔·雅各布斯,6,田径
2021/8/1 20:59,2,弗雷德·克利,5,田径
2021/8/1 20:48,1,穆塔兹·伊萨·巴尔西姆,278,田径
2021/8/1 20:48,1,吉安马尔科·汤贝利,6,田径
2021/8/1 20:48,3,马克西姆·内达塞考,103,田径
2021/8/1 20:40,1,尤利玛·罗哈斯,162,田径
2021/8/1 20:40,2,帕特里希亚·马蒙纳,10,田径
2021/8/1 20:40,3,安娜·佩莱泰罗,145,田径
2021/8/1 20:39,1,内司·达约姆斯,220,举重
2021/8/1 20:39,2,凯瑟琳·奈,5,举重
2021/8/1 20:39,3,阿雷米·富恩特斯,156,举重
2021/8/1 20:32,3,普萨拉·文卡塔·辛德胡,227,羽毛球
2021/8/1 20:23,1,安娜斯塔西娅·帕芙柳琴科娃/安德烈·鲁布列夫,23062,网球
2021/8/1 20:23,2,爱莲娜·维斯尼娜/阿斯兰·卡拉采夫,23062,网球
2021/8/1 20:10,3,伊玛姆·哈塔耶夫,23062,拳击
2021/8/1 20:10,1,恩佐·勒福尔等,144,击剑
2021/8/1 20:10,2,基里尔·博罗达切夫等,23062,击剑
2021/8/1 20:10,3,海翔·陈等,5,击剑
2021/8/1 19:26,1,妮娜·德瓦艾尔,147,竞技体操
2021/8/1 19:26,2,阿纳斯塔西娅·伊连科娃,23062,竞技体操
2021/8/1 19:26,3,苏妮莎·李,5,竞技体操
2021/8/1 18:30,1,马克斯·惠特洛克,211,竞技体操
2021/8/1 18:30,2,李智凯,31,竞技体操
2021/8/1 18:30,3,萱和磨,18,竞技体操
2021/8/1 17:59,3,洛伦·贝尔托·阿方索·多明格斯,214,拳击
2021/8/1 17:48,1,亚历山大·兹维列夫,2,网球
2021/8/1 17:48,2,凯伦·哈恰诺夫,23062,网球
2021/8/1 17:38,2,麦凯拉·斯金内尔,5,竞技体操
2021/8/1 17:38,3,吕瑞静,106,竞技体操
2021/8/1 17:38,1,丽贝卡·安德拉德,16,竞技体操
2021/8/1 17:37,3,安德烈·赞科沃伊,23062,拳击
2021/8/1 16:49,3,潘政琮,31,高尔夫
2021/8/1 16:38,1,阿尔特姆·多尔戈皮亚特,29,竞技体操
2021/8/1 16:38,2,拉伊德莱·萨帕塔,145,竞技体操
2021/8/1 16:35,3,肖若腾,26,竞技体操
2021/8/1 16:02,2,罗伊·萨巴蒂尼,14,高尔夫
2021/8/1 16:02,1,山德·舍奥菲勒,5,高尔夫
2021/8/1 15:46,1,巴尔博拉·克雷吉茨科娃/卡特琳娜·斯尼亚科娃,17,网球
2021/8/1 15:46,2,贝琳达·本西奇/维克托丽娅·戈卢比奇,149,网球
2021/8/1 15:13,3,克里斯塔·帕默,5,跳水
2021/8/1 15:13,1,安妮·玛丽·林多姆,152,帆船
2021/8/1 15:13,2,约瑟芬·奥尔森,154,帆船
2021/8/1 15:13,3,玛丽特·鲍梅斯特,1,帆船
2021/8/1 15:08,1,施廷懋,26,跳水
2021/8/1 15:06,2,王涵,26,跳水
2021/8/1 14:21,1,马修·韦恩,157,帆船
2021/8/1 14:21,2,汤奇·史蒂潘诺维奇,89,帆船
2021/8/1 14:21,3,赫尔曼·托马斯加德,153,帆船
2021/8/1 11:23,1,洛根·马丁,157,自由式小轮车
2021/8/1 11:23,2,丹尼尔·德尔斯,162,自由式小轮车
2021/8/1 11:23,3,德克兰·布鲁克斯,211,自由式小轮车
2021/8/1 11:23,3,艾丹·沃尔什,19,拳击
2021/8/1 10:56,1,约瑟夫·阿姆斯特朗等,5,游泳
2021/8/1 10:56,2,卢克·格林班克等,211,游泳
2021/8/1 10:56,3,托马斯·切孔等,6,游泳
2021/8/1 10:52,2,瑞雯·桑德斯,5,田径
2021/8/1 10:52,3,瓦雷里·亚当斯,158,田径
2021/8/1 10:47,1,巩立姣,26,田径
2021/8/1 10:29,1,埃米莉·西博姆等,157,游泳
2021/8/1 10:29,2,瑞安·伊丽莎白·怀特等,5,游泳
2021/8/1 10:29,3,泰勒·鲁克等,159,游泳
2021/8/1 10:14,1,夏洛特·沃辛顿,211,自由式小轮车
2021/8/1 10:14,2,汉娜·罗伯茨,5,自由式小轮车
2021/8/1 10:14,3,尼基塔·杜卡罗兹,149,自由式小轮车
2021/8/1 10:08,1,罗伯特·芬克,5,游泳
2021/8/1 10:08,2,米哈伊罗·罗曼丘克,13,游泳
2021/8/1 10:08,3,弗洛里安·韦尔布罗克,2,游泳
2021/8/1 10:08,1,艾玛·麦基翁,157,游泳
2021/8/1 10:08,2,萨拉·舍斯特伦,154,游泳
2021/8/1 10:08,3,佩妮莱·布卢姆,152,游泳
2021/8/1 9:38,1,塞勒博·德雷赛尔,5,游泳
2021/8/1 9:38,2,弗洛伦特·马纳多,144,游泳
2021/8/1 9:38,3,布鲁诺·弗拉图斯,16,游泳
2021/7/31 22:36,1,贝琳达·本西奇,149,网球
2021/7/31 22:36,2,玛尔凯塔·冯德劳绍娃,17,网球
2021/7/31 22:36,3,卡里斯·阿廷斯托尔,211,拳击
2021/7/31 21:04,1,李洋/王齐麟,31,羽毛球
2021/7/31 20:58,2,谢里·安·弗拉瑟,248,田径
2021/7/31 20:58,3,雪莉卡·杰克逊,248,田径
2021/7/31 20:56,1,伊莱恩·汤普森·赫拉,248,田径
2021/7/31 20:55,2,李俊慧/刘雨辰,26,羽毛球
2021/7/31 20:51,1,卡罗尔·扎勒斯基等,150,田径
2021/7/31 20:51,2,利迪奥·安德列斯·费利兹等,141,田径
2021/7/31 20:51,3,特雷弗·斯图尔特等,5,田径
2021/7/31 20:50,1,法里斯·易卜拉欣·埃尔巴赫,278,举重
2021/7/31 20:50,2,凯多马尔·巴连里拉,162,举重
2021/7/31 20:50,3,安东·普利斯诺伊,163,举重
2021/7/31 20:34,1,丹尼尔·斯塔尔,154,田径
2021/7/31 20:34,2,西蒙·佩特森,154,田径
2021/7/31 20:34,3,卢卡斯·韦斯海丁格,151,田径
2021/7/31 20:21,3,定峰·谢/伟译·苏,232,羽毛球
2021/7/31 19:53,3,埃琳娜·斯维托丽娜,13,网球
2021/7/31 19:30,1,索菲娅·韦利卡娅等,23062,击剑
2021/7/31 19:30,2,塞西莉亚·贝德尔等,144,击剑
2021/7/31 18:32,1,基里安·勒·博路什等,144,柔道
2021/7/31 18:32,2,滨田尚里等,18,柔道
2021/7/31 18:23,3,金智妍等,106,击剑
2021/7/31 17:48,3,阿什莉·巴蒂/约翰·皮尔斯,157,网球
2021/7/31 17:44,3,利·科赫曼等,29,柔道
2021/7/31 17:37,2,法国女子橄榄球队,144,七人制橄榄球
2021/7/31 17:37,1,新西兰女子橄榄球队,158,七人制橄榄球
2021/7/31 17:13,3,焦万娜·斯科西马罗等,2,柔道
2021/7/31 17:09,3,巴勃罗·加尔维涅,145,网球
2021/7/31 17:07,3,斐济女子橄榄球队,267,七人制橄榄球
2021/7/31 16:54,2,扎卡里亚斯·博纳特,141,举重
2021/7/31 16:54,3,安东尼诺·皮佐拉托,6,举重
2021/7/31 16:53,1,吕小军,26,举重
2021/7/31 16:34,3,劳拉·皮戈西/路易莎·史蒂芬妮,16,网球
2021/7/31 16:08,2,毛罗·内斯波利,6,射箭
2021/7/31 16:01,1,梅特·加佐兹,33,射箭
2021/7/31 15:59,3,古川高晴,18,射箭
2021/7/31 15:59,1,妮娜·克里斯汀,149,射击
2021/7/31 15:59,2,尤利娅·齐科娃,23062,射击
2021/7/31 15:59,3,尤利娅·卡里莫娃,23062,射击
2021/7/31 15:27,1,基兰·巴德洛,1,帆船
2021/7/31 15:27,2,托马斯·戈雅,144,帆船
2021/7/31 15:21,3,毕焜,26,帆船
2021/7/31 14:33,1,伊万·利特维诺维奇,103,蹦床体操
2021/7/31 14:33,3,迪伦·施密特,158,蹦床体操
2021/7/31 14:28,2,董栋,26,蹦床体操
2021/7/31 14:03,2,查琳·皮孔,144,帆船
2021/7/31 14:03,3,艾玛·威尔逊,211,帆船
2021/7/31 13:56,1,卢云秀,26,帆船
2021/7/31 13:24,3,马德琳·安·伯诺/布赖恩·伯罗斯,5,射击
2021/7/31 13:02,3,伊尔玛·特斯塔,6,拳击
2021/7/31 13:01,1,阿尔贝托·费尔南德斯/法蒂玛·加尔维斯,145,射击
2021/7/31 13:01,2,吉安·马可·贝尔蒂/亚历山德拉·佩里利,175,射击
2021/7/31 13:01,3,苏珊娜·雷哈克·什特费切科娃/埃里克·瓦尔加,14,射击
2021/7/31 10:56,1,凯瑟琳·道森等,211,游泳
2021/7/31 10:56,3,艾萨克·库柏等,157,游泳
2021/7/31 10:56,2,徐嘉余/闫子贝/张雨霏/杨浚瑄,26,游泳
2021/7/31 10:02,1,卡蒂·莱德茨基,5,游泳
2021/7/31 10:02,2,阿里亚尔妮·蒂特穆斯,157,游泳
2021/7/31 10:02,3,西蒙娜·夸达雷拉,6,游泳
2021/7/31 9:46,1,凯莉·麦基翁,157,游泳
2021/7/31 9:46,2,凯莉·马塞,159,游泳
2021/7/31 9:46,3,埃米莉·西博姆,157,游泳
2021/7/31 9:37,1,塞勒博·德雷赛尔,5,游泳
2021/7/31 9:37,2,克里斯托夫·米拉克,28,游泳
2021/7/31 9:37,3,诺埃·庞蒂,149,游泳
2021/7/31 8:05,1,杰西卡·利尔蒙思等,211,铁人三项
2021/7/31 8:05,2,凯蒂·扎弗雷斯等,5,铁人三项
2021/7/31 8:05,3,莱奥尼·佩里奥尔等,144,铁人三项
2021/7/30 21:29,1,马龙,26,乒乓球
2021/7/30 21:29,2,樊振东,26,乒乓球
2021/7/30 20:16,3,迪米特里·奥恰洛夫,2,乒乓球
2021/7/30 20:07,1,塞莱蒙·巴雷加,222,田径
2021/7/30 20:07,2,约书亚·查普特盖,249,田径
2021/7/30 20:07,3,雅各布·基普利莫,249,田径
2021/7/30 19:51,2,马林·西里奇/伊万·多迪格,89,网球
2021/7/30 19:51,1,尼古拉·麦迪斯/马特·帕维奇,89,网球
2021/7/30 19:41,1,日本男子重剑队,18,击剑
2021/7/30 19:41,2,俄奥委会男子重剑队,23062,击剑
2021/7/30 18:40,3,韩国男子重剑队,106,击剑
2021/7/30 18:00,1,卢卡斯·克帕勒克,17,柔道
2021/7/30 18:00,2,古拉姆·图什什维利,163,柔道
2021/7/30 17:50,3,塔梅尔兰·巴沙耶夫,23062,柔道
2021/7/30 17:44,3,泰迪·瑞纳,144,柔道
2021/7/30 17:31,1,素根辉,18,柔道
2021/7/30 17:31,2,伊达莉丝·奥尔蒂斯,169,柔道
2021/7/30 17:14,3,罗曼妮·迪科,144,柔道
2021/7/30 17:11,3,伊琳娜·金泽尔斯卡,214,柔道
2021/7/30 16:25,3,马库斯·丹尼尔/迈克尔·维纳斯,158,网球
2021/7/30 16:04,1,安山,106,射箭
2021/7/30 16:04,2,埃琳娜·奥西波娃,23062,射箭
2021/7/30 15:50,1,吉里·普斯卡韦茨,17,激流皮划艇
2021/7/30 15:50,2,雅库布·格里格,14,激流皮划艇
2021/7/30 15:50,3,汉内斯·艾格纳,2,激流皮划艇
2021/7/30 15:50,3,露西拉·博里,6,射箭
2021/7/30 15:40,1,王懿律/黄东萍,26,羽毛球
2021/7/30 15:40,2,郑思维/黄雅琼,26,羽毛球
2021/7/30 14:27,3,布若妮·帕吉,211,蹦床体操
2021/7/30 14:25,1,朱雪莹,26,蹦床体操
2021/7/30 14:25,2,刘灵玲,26,蹦床体操
2021/7/30 13:36,1,维塔利娜·巴萨拉什金娜,23062,射击
2021/7/30 13:36,2,金旼贞,106,射击
2021/7/30 13:35,3,肖嘉芮萱,26,射击
2021/7/30 11:47,1,尼克·金曼,1,竞速小轮车
2021/7/30 11:47,1,贝瑟尼·施莱佛,211,竞速小轮车
2021/7/30 11:47,2,凯·怀特,211,竞速小轮车
2021/7/30 11:47,2,马里亚纳·帕杰,12,竞速小轮车
2021/7/30 11:47,3,卡洛斯·阿尔贝托·拉米雷斯·耶佩斯,12,竞速小轮车
2021/7/30 11:47,3,梅雷尔·史莫德斯,1,竞速小轮车
2021/7/30 11:47,3,渡边雄太/东野有沙,18,羽毛球
2021/7/30 10:25,2,邓肯·斯科特,211,游泳
2021/7/30 10:25,3,杰里米·德斯普兰奇斯,149,游泳
2021/7/30 10:24,1,汪顺,26,游泳
2021/7/30 10:06,1,艾玛.麦克科恩,157,游泳
2021/7/30 10:06,2,何诗蓓,38,游泳
2021/7/30 10:06,3,凯特·坎贝尔,157,游泳
2021/7/30 9:59,1,叶夫根尼·雷洛夫,23062,游泳
2021/7/30 9:59,2,瑞恩.墨菲,5,游泳
2021/7/30 9:59,3,卢克·格林班克,211,游泳
2021/7/30 9:50,1,塔佳娜·舍恩梅克,178,游泳
2021/7/30 9:50,2,莉莉·金,5,游泳
2021/7/30 9:50,3,安妮·拉佐尔,5,游泳
2021/7/30 9:37,1,托马斯·麦金托什等,158,赛艇
2021/7/30 9:37,2,若阿内斯·魏森费尔德等,2,赛艇
2021/7/30 9:37,3,乔舒亚·布佳斯基等,211,赛艇
2021/7/30 9:19,3,王子凤/王宇微/徐菲/苗甜/张敏/巨蕊/李晶晶/郭淋淋/张德常,26,赛艇
2021/7/30 9:17,1,丽莎·罗曼等,159,赛艇
